,City,Cloudiness,Country,Date,Humidity,Lat.,Lng.,Max Temp,Wind Speed
387,wanning,97,CN,1580015978,85,18.8,110.4,63.01,11.77
388,santa rosa,75,PH,1580015979,66,14.31,121.11,88.0,5.82
389,bergerac,96,FR,1580015979,100,44.83,0.5,46.0,3.36
390,asfi,9,MA,1580015383,90,32.3,-9.24,48.7,3.09
391,shizunai,20,JP,1580015979,62,42.33,142.37,19.98,7.52
392,tiznit,46,MA,1580015979,86,29.58,-9.5,46.22,4.72
393,kyren,97,RU,1580015979,58,51.68,102.14,21.83,2.51
394,hailun,32,CN,1580015979,90,47.45,126.93,6.71,7.67
395,balkanabat,28,TM,1580015979,55,39.51,54.37,36.05,0.98
396,guadalupe y calvo,14,MX,1580015949,92,26.1,-106.97,40.15,3.8
397,bundaberg,40,AU,1580015980,43,-24.85,152.35,88.0,11.41
398,pevek,100,RU,1580015980,94,69.7,170.31,-7.35,0.94
399,luwuk,25,ID,1580015980,72,-0.95,122.79,84.02,6.33
400,nelson bay,51,AU,1580015980,49,-32.72,152.15,93.2,17.22
401,ogaminana,26,NG,1580015980,19,7.59,6.22,62.44,2.26
402,koslan,97,RU,1580015980,97,63.46,48.9,-5.12,2.24
403,grand forks,90,US,1580015684,92,47.93,-97.03,21.99,8.05
404,manzhouli,67,CN,1580015980,91,49.6,117.43,5.79,4.45
405,nanortalik,83,GL,1580015981,74,60.14,-45.24,22.89,28.32
406,esperance,68,AU,1580015981,48,-33.87,121.9,82.4,13.87
407,nazilli,99,TR,1580015981,69,37.92,28.32,36.3,0.54
408,paamiut,44,GL,1580015981,66,61.99,-49.67,17.19,25.59
409,pangnirtung,100,CA,1580015981,99,66.15,-65.71,-37.46,2.84
410,kawalu,75,ID,1580015906,69,-7.38,108.21,82.18,6.6
411,vagay,100,RU,1580015981,92,57.94,69.02,13.93,7.49
412,fortuna,90,US,1580015797,87,40.6,-124.16,57.2,9.17
413,ulladulla,40,AU,1580015777,46,-35.35,150.47,93.2,18.34
414,miraflores,40,MX,1580015982,51,19.22,-98.81,59.0,5.82
415,beloha,8,MG,1580015982,45,-25.17,45.05,82.42,10.98
416,sangar,0,RU,1580015982,89,63.92,127.47,-32.42,5.7
417,hami,0,CN,1580015240,58,42.8,93.45,18.55,2.64
418,aitape,35,PG,1580015982,81,-3.14,142.35,83.93,16.58
419,mahdasht,0,IR,1580015982,79,35.73,50.81,33.8,9.17
420,tura,0,IN,1580015982,42,25.52,90.22,73.06,4.09
421,nantucket,90,US,1580015966,100,41.28,-70.1,50.0,17.22
422,fukue,75,JP,1580015983,66,32.69,128.84,55.4,13.87
423,elesbao veloso,100,BR,1580015983,81,-6.2,-42.14,76.87,1.25
424,kirakira,3,SB,1580015983,82,-10.45,161.92,82.09,7.76
425,mogadishu,20,SO,1580015983,74,2.04,45.34,78.8,12.75
426,quatre cocos,40,MU,1580015984,78,-20.21,57.76,82.99,14.99
427,falam,0,MM,1580015984,18,22.92,93.68,66.33,4.56
428,rio claro,0,BR,1580015984,84,-22.41,-47.56,62.53,1.28
429,burns lake,0,CA,1580015984,96,54.23,-125.75,20.86,3.04
430,amga,0,RU,1580015984,93,60.9,131.96,-30.35,1.74
431,nhulunbuy,40,AU,1580015984,79,-12.23,136.77,84.2,9.17
432,henties bay,1,NA,1580015984,96,-22.12,14.28,63.0,4.74
433,noshiro,75,JP,1580015984,56,40.2,140.02,37.4,8.05
434,rio grande,42,BR,1580015984,95,-32.03,-52.1,68.0,5.06
435,nyaunglebin,39,MM,1580015985,17,17.95,96.73,87.66,2.44
436,dinguiraye,84,GN,1580015883,13,11.3,-10.72,65.64,1.5
437,pangkalanbuun,88,ID,1580015985,49,-2.68,111.62,93.97,2.15
438,babushkin,93,RU,1580015985,83,51.71,105.86,18.7,4.41
439,itarema,68,BR,1580015985,95,-2.92,-39.92,76.01,4.41
440,baculin,8,PH,1580015985,83,7.45,126.58,79.03,4.56
441,berdsk,80,RU,1580015960,78,54.76,83.1,10.4,17.9
442,brae,100,GB,1580015986,87,60.4,-1.35,46.4,18.34
443,bereznik,27,RU,1580015986,98,62.86,42.71,-8.01,3.29
444,pitimbu,20,BR,1580015986,94,-7.47,-34.81,78.8,4.7
445,ulaanbaatar,0,MN,1580015868,60,47.91,106.88,5.0,2.24
446,pochutla,5,MX,1580015986,74,15.74,-96.47,78.8,7.61
447,ixtapa,90,MX,1580015986,94,20.7,-105.2,71.6,4.7
448,elbistan,0,TR,1580015987,56,38.21,37.2,21.58,1.28
449,sudogda,100,RU,1580015987,80,55.95,40.86,25.72,13.13
450,san vicente,0,AR,1580015987,76,-26.62,-54.13,64.09,2.15
451,cerrito,75,CO,1580015987,100,6.84,-72.69,68.0,3.36
452,labuhan,15,ID,1580015987,68,-6.88,112.21,86.83,3.31
453,dera ghazi khan,0,PK,1580015987,30,30.06,70.63,67.64,11.39
454,ostrovnoy,100,RU,1580015409,98,68.05,39.51,4.8,9.48
455,chernyy yar,98,RU,1580015987,84,48.06,46.11,34.11,20.07
456,laguna,75,US,1580015406,93,38.42,-121.42,59.0,6.93
457,cuamba,64,MZ,1580015988,81,-14.8,36.54,74.3,2.57
458,aberfeldy,75,GB,1580015988,75,56.62,-3.86,46.4,10.29
459,sol-iletsk,100,RU,1580015988,96,51.16,54.99,29.7,21.92
460,russkaya polyana,28,UA,1580015988,93,49.42,31.92,30.13,8.08
461,codrington,100,AU,1580015988,74,-38.27,141.97,61.09,15.05
462,maracaju,0,BR,1580015988,85,-21.61,-55.17,66.2,0.67
463,ostersund,100,SE,1580015959,75,63.18,14.64,41.0,23.04
464,sakakah,75,SA,1580015988,69,29.97,40.21,46.4,3.06
465,dublin,90,US,1580015777,87,37.7,-121.94,61.0,1.72
466,kihei,20,US,1580015989,69,20.79,-156.47,73.4,3.36
467,arman,100,RU,1580015989,87,59.7,150.17,-0.83,20.71
468,jorpeland,75,NO,1580015989,100,59.02,6.04,45.0,11.41
469,yeppoon,40,AU,1580015922,49,-23.13,150.73,89.6,11.41
470,szurdokpuspoki,90,HU,1580015989,100,47.86,19.69,30.99,4.7
471,mwense,100,ZM,1580015989,99,-10.38,28.7,65.71,1.12
472,itaueira,100,BR,1580015989,82,-7.6,-43.03,73.96,2.64
473,itupiranga,90,BR,1580015990,100,-5.13,-49.33,75.2,3.36
474,khorinsk,36,RU,1580015990,74,52.17,109.77,11.39,1.77
475,cockburn town,0,TC,1580015990,76,21.46,-71.14,75.87,14.09
476,viedma,71,AR,1580015990,43,-40.81,-63.0,65.41,15.3
477,hualmay,100,PE,1580015990,74,-11.1,-77.61,73.0,3.49
478,katsuura,75,JP,1580015990,81,35.13,140.3,43.0,4.7
479,rudsar,0,IR,1580015990,80,37.14,50.29,41.0,2.53
480,bandarbeyla,27,SO,1580015990,79,9.49,50.81,78.3,19.06
481,kasongo,100,CD,1580015991,86,-4.45,26.67,74.39,2.51
482,kankakee,90,US,1580015991,93,41.15,-87.87,33.01,13.87
483,shimoda,75,JP,1580015991,87,34.67,138.95,46.4,17.22
484,bowmore,1,US,1580015991,93,34.94,-79.3,42.8,4.23
485,west wendover,90,US,1580015991,83,40.74,-114.07,35.6,1.79
486,disraeli,75,CA,1580015991,93,45.9,-71.35,34.0,5.82
487,nangomba,100,TZ,1580015991,94,-10.9,38.5,73.49,3.02
488,nevsehir,0,TR,1580015991,73,38.92,34.67,23.0,8.05
489,alice springs,13,AU,1580015939,9,-23.7,133.88,98.6,13.87
490,dingle,54,PH,1580015992,71,11.0,122.67,85.28,5.03
491,puerto madryn,0,AR,1580015992,33,-42.77,-65.04,70.75,26.26
492,bagnes,69,CH,1580015992,80,46.08,7.22,35.01,5.82
493,kuningan,89,ID,1580015992,69,-6.98,108.48,83.79,3.13
494,bacungan,20,PH,1580015992,62,9.91,118.7,89.6,13.87
495,san matias,94,BO,1580015992,65,-16.37,-58.4,79.0,2.84
496,jefferson city,90,US,1580015993,86,38.58,-92.17,34.0,1.57
497,ballina,75,AU,1580015993,74,-28.87,153.57,87.8,17.22
498,berlevag,100,NO,1580015993,73,70.86,29.09,22.77,24.79
499,tyazhinskiy,77,RU,1580015993,84,56.12,88.52,17.04,13.78
500,dakar,66,SN,1580015993,73,14.69,-17.44,69.8,23.04
501,hay river,75,CA,1580015721,92,60.82,-115.8,14.0,8.05
502,nogales,1,MX,1580015993,70,31.31,-110.94,50.0,4.7
503,craigieburn,75,AU,1580015994,73,-37.6,144.95,79.0,12.75
504,harindanga,0,IN,1580015994,68,22.04,88.32,66.2,5.59
505,cabedelo,20,BR,1580015994,94,-6.98,-34.83,78.8,4.7
506,gornopravdinsk,95,RU,1580015741,96,60.05,69.9,-3.23,6.55
507,sangin,0,AF,1580015994,57,32.07,64.84,47.08,4.54
508,srednekolymsk,100,RU,1580015994,97,67.45,153.68,-23.35,2.1
509,carutapera,100,BR,1580015995,81,-1.2,-46.02,81.19,19.91
510,okhotsk,100,RU,1580015995,76,59.38,143.3,-8.61,14.74
511,aleksandrov gay,50,RU,1580015995,84,50.15,48.57,27.63,19.01
512,ponta delgada,40,PT,1580015995,82,37.73,-25.67,57.2,2.24
513,songjianghe,0,CN,1580015995,58,42.19,127.48,27.3,1.41
514,rio gallegos,0,AR,1580015995,57,-51.62,-69.22,48.2,18.34
515,northam,43,GB,1580015995,92,51.03,-4.22,46.99,10.0
516,rulenge,99,TZ,1580015996,88,-2.72,30.63,66.47,0.09
517,ulaangom,100,MN,1580015996,90,49.98,92.07,1.44,0.87
518,jijiga,98,ET,1580015996,71,9.35,42.8,65.48,13.89
519,bathsheba,40,BB,1580015996,88,13.22,-59.52,75.2,6.93
520,napasar,0,IN,1580015996,25,27.97,73.55,72.9,4.72
521,coquimbo,20,CL,1580015996,93,-29.95,-71.34,62.6,2.91
522,belmopan,2,BZ,1580015981,100,17.25,-88.77,68.0,2.64
523,la rioja,75,ES,1580015997,100,42.25,-2.5,41.0,4.7
524,nkhotakota,92,MW,1580015997,75,-12.93,34.3,78.1,6.58
525,san quintin,2,MX,1580015997,89,30.48,-115.95,57.74,2.17
526,vardo,100,NO,1580015997,75,70.37,31.11,23.07,32.21
527,pitsunda,20,GE,1580015997,64,43.16,40.34,33.8,15.66
528,tromso,75,NO,1580015997,92,69.65,18.96,15.8,3.36
529,dubovyy umet,90,RU,1580015997,92,52.98,50.29,28.4,4.47
530,tyukalinsk,99,RU,1580015998,89,55.87,72.2,15.6,17.0
531,murdochville,100,CA,1580015998,95,48.96,-65.5,16.75,4.23
532,petropavlovsk-kamchatskiy,90,RU,1580015998,100,53.05,158.65,26.6,4.47
533,ushibuka,100,JP,1580015998,86,32.19,130.02,56.26,16.15
534,biloela,99,AU,1580015998,53,-24.42,150.5,86.79,11.41
535,suntar,100,RU,1580015998,94,62.14,117.63,17.26,9.6
536,palmeirais,92,BR,1580015998,85,-5.98,-43.06,75.18,4.18
537,pakxan,30,LA,1580015999,69,18.38,103.66,75.13,4.99
538,furano,40,JP,1580015999,66,43.28,142.47,15.8,4.7
539,beverley,97,GB,1580015999,93,53.85,-0.42,45.0,10.29
540,hohhot,0,CN,1580015752,50,40.81,111.65,30.2,2.24
541,mopipi,9,BW,1580015999,42,-21.18,24.88,82.47,5.99
542,lakatoro,20,VU,1580015999,70,-16.1,167.42,86.0,8.05
543,parakou,22,BJ,1580015999,15,9.34,2.63,60.85,5.95
544,necochea,0,AR,1580015824,91,-38.55,-58.74,51.01,1.99
545,halden,100,NO,1580015999,93,59.12,11.39,42.01,10.29
546,nicoya,3,CR,1580016000,73,10.15,-85.45,73.4,3.36
547,dafeng,2,CN,1580016000,61,23.45,108.59,54.25,8.03
548,flinders,40,AU,1580016000,46,-34.58,150.86,93.2,18.34
549,nileshwar,45,IN,1580016000,65,12.25,75.1,82.4,3.36
550,troyes,58,FR,1580016000,100,48.33,4.08,35.6,3.36
551,palmer,90,US,1580016000,100,42.16,-72.33,45.0,5.1
552,itapora,0,BR,1580016001,83,-22.08,-54.79,66.42,0.72
553,mount gambier,40,AU,1580016001,49,-37.83,140.77,71.6,14.99
554,ginir,92,ET,1580016001,66,7.13,40.7,67.39,2.71
555,brigantine,1,US,1580016001,75,39.41,-74.36,42.8,8.05
556,liwale,100,TZ,1580016001,97,-9.77,37.93,70.93,4.43
557,abnub,0,EG,1580016001,80,27.27,31.15,39.2,9.17
558,mango,1,US,1580016001,87,27.98,-82.31,57.99,7.29
559,kitui,100,KE,1580016001,87,-1.37,38.01,70.09,4.59
560,solano,90,US,1580016002,93,38.23,-121.95,59.0,5.82
561,khon buri,100,TH,1580016002,55,14.53,102.25,99.0,8.05
562,souillac,40,MU,1580016002,78,-20.52,57.52,82.99,14.99
563,saldanha,59,ZA,1580016002,87,-33.01,17.94,60.8,2.24
564,mackay,75,AU,1580015419,88,-21.15,149.2,86.0,9.17
565,santa cecilia,0,BR,1580016002,69,-26.96,-50.43,54.25,1.97
566,karnobat,22,BG,1580016002,83,42.65,26.98,37.99,6.93
567,mayumba,44,GA,1580016003,74,-3.43,10.66,83.05,1.7
568,xinqing,0,CN,1580016003,76,48.23,129.5,8.51,5.68
569,bakel,66,SN,1580016003,10,14.9,-12.46,73.26,8.37
570,panaba,0,MX,1580016003,86,21.28,-88.27,68.88,8.14
571,tripoli,100,LY,1580016003,55,32.88,13.19,65.62,12.3
572,tamiahua,82,MX,1580016003,91,21.27,-97.45,72.07,1.25
573,nola,66,IT,1580016003,93,40.92,14.53,53.6,2.24
